genre,popularity,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence
Reggaeton,29.0,0.644,0.877,252653.0,0.749,0.292,-3.408,0.058,144.067,0.96
Reggaeton,27.0,0.0789,0.737,222360.0,0.81,0.065,-7.071,0.0407,95.011,0.705
Reggaeton,25.0,0.575,0.73,172907.0,0.666,0.33,-4.086,0.189,85.975,0.253
Reggaeton,28.0,0.153,0.755,223521.0,0.667,0.0862,-4.163,0.0497,91.997,0.681
Reggaeton,29.0,0.265,0.74,243587.0,0.767,0.205,-2.903,0.0438,92.011,0.677
Reggaeton,12.0,0.0225,0.607,165053.0,0.897,0.987,-5.351,0.0894,107.809,0.36
Reggaeton,20.0,0.313,0.728,199160.0,0.881,0.144,-3.22,0.0414,127.981,0.944
Reggaeton,22.0,0.189,0.774,172533.0,0.707,0.463,-9.522,0.279,95.049,0.593
Reggaeton,20.0,0.046,0.831,212187.0,0.81,0.0497,-5.93,0.205,119.997,0.836
Reggaeton,25.0,0.408,0.58,212013.0,0.58,0.109,-6.492,0.0295,135.929,0.275
Reggaeton,34.0,0.0699,0.704,210796.0,0.897,0.317,-4.049,0.0721,97.013,0.904
Reggaeton,23.0,0.82,0.72,215954.0,0.752,0.326,-3.305,0.033,91.577,0.846
Rock,71.0,0.0801,0.635,208760.0,0.675,0.0831,-3.445,0.0263,113.946,0.273
Rock,75.0,0.385,0.525,194187.0,0.685,0.0731,-3.954,0.0351,78.003,0.54
Rock,73.0,0.214,0.668,231933.0,0.906,0.135,-4.881,0.17,135.653,0.507
Rock,66.0,0.0117,0.292,275395.0,0.823,0.155,-6.763,0.0407,89.939,0.244
Rock,65.0,0.0186,0.486,257227.0,0.563,0.074,-12.264,0.0334,105.538,0.678
Rock,69.0,0.00584,0.478,177280.0,0.915,0.386,-3.858,0.0652,154.955,0.703
Rock,67.0,0.0414,0.555,335267.0,0.89,0.147,-5.533,0.0309,96.987,0.513
Rock,67.0,0.349,0.689,320654.0,0.338,0.0649,-7.634,0.0629,128.012,0.568
Rock,67.0,0.0134,0.656,186627.0,0.696,0.0753,-5.917,0.0261,108.015,0.966
Classical,26.0,0.994,0.48,265960.0,0.076,0.119,-19.035,0.0448,75.432,0.106
Jazz,45.0,0.147,0.912,232381.0,0.852,0.0496,-5.599,0.118,125.989,0.817
Jazz,37.0,0.424,0.825,201600.0,0.862,0.285,-2.072,0.0575,103.492,0.965
Jazz,40.0,0.178,0.639,86163.0,0.265,0.112,-10.29,0.197,78.039,0.298
Jazz,40.0,0.351,0.583,267320.0,0.861,0.101,-9.453,0.0684,98.463,0.96
Jazz,41.0,0.911,0.827,166440.0,0.146,0.117,-17.926,0.0506,118.809,0.4
Jazz,43.0,0.834,0.714,195173.0,0.295,0.135,-12.652,0.0347,131.566,0.532
Jazz,42.0,0.163,0.74,140245.0,0.591,0.11,-6.908,0.034,89.006,0.693
Jazz,45.0,0.206,0.765,233947.0,0.731,0.0884,-7.516,0.0408,134.046,0.869
Jazz,37.0,0.534,0.326,306627.0,0.613,0.0876,-7.953,0.0444,177.195,0.455
Jazz,33.0,0.407,0.616,196867.0,0.694,0.361,-8.168,0.0325,124.051,0.703
Jazz,39.0,0.81,0.516,256467.0,0.306,0.178,-15.786,0.0356,138.777,0.496
Jazz,42.0,0.946,0.552,183293.0,0.432,0.208,-7.513,0.0317,70.754,0.631
Jazz,38.0,0.81,0.654,352693.0,0.635,0.0949,-10.315,0.0404,101.042,0.743
Jazz,34.0,0.912,0.546,389293.0,0.196,0.105,-11.154,0.0423,143.762,0.325
Jazz,40.0,0.0172,0.652,420573.0,0.364,0.692,-13.16,0.047,139.003,0.285
Jazz,38.0,0.691,0.699,278240.0,0.501,0.326,-10.412,0.037,96.017,0.487
Jazz,41.0,0.934,0.593,255773.0,0.213,0.128,-17.236,0.0338,82.057,0.565
Jazz,40.0,0.769,0.254,223600.0,0.288,0.0675,-10.139,0.0319,81.859,0.101
Jazz,38.0,0.9,0.2,196227.0,0.266,0.514,-12.344,0.0296,69.881,0.103
Jazz,44.0,0.662,0.736,290827.0,0.481,0.0859,-11.962,0.0662,115.049,0.802
Jazz,33.0,0.483,0.708,278893.0,0.632,0.0565,-10.143,0.0361,98.977,0.691
Jazz,39.0,0.321,0.6,265960.0,0.743,0.0609,-6.821,0.0343,98.736,0.738
Jazz,31.0,0.816,0.73,244613.0,0.626,0.123,-11.021,0.0299,115.954,0.757
Jazz,45.0,0.615,0.672,221107.0,0.457,0.124,-6.29,0.0298,100.076,0.665
Jazz,37.0,0.965,0.524,451440.0,0.153,0.334,-18.624,0.0528,72.248,0.326
Jazz,45.0,0.0158,0.822,235188.0,0.549,0.0857,-8.203,0.156,122.865,0.589
Jazz,39.0,0.702,0.236,171987.0,0.429,0.0696,-13.576,0.0467,84.686,0.356
Jazz,36.0,0.169,0.271,157117.0,0.699,0.278,-8.508,0.0455,149.292,0.197
Jazz,33.0,0.678,0.538,297480.0,0.484,0.91,-17.204,0.0424,112.496,0.872
Jazz,39.0,0.0349,0.581,439160.0,0.855,0.071,-6.23,0.0342,95.264,0.531
Jazz,36.0,0.702,0.814,219853.0,0.308,0.105,-13.034,0.0347,114.09,0.522
Jazz,28.0,0.349,0.442,564239.0,0.722,0.221,-6.883,0.0342,89.708,0.476
Jazz,32.0,0.376,0.548,170800.0,0.799,0.111,-6.149,0.16,140.089,0.856
Jazz,39.0,0.892,0.214,162253.0,0.271,0.143,-12.187,0.0365,92.937,0.211
Jazz,32.0,0.66,0.687,264000.0,0.602,0.105,-8.951,0.0357,90.028,0.69
Jazz,38.0,0.732,0.624,277267.0,0.354,0.0858,-9.762,0.0725,172.97,0.709
Jazz,29.0,0.726,0.738,315893.0,0.494,0.0743,-10.237,0.117,81.26,0.855
Jazz,29.0,0.356,0.676,259520.0,0.736,0.045,-6.177,0.0315,81.029,0.692
Jazz,34.0,0.307,0.748,306613.0,0.387,0.114,-13.702,0.045,121.431,0.542
Jazz,38.0,0.211,0.651,189933.0,0.868,0.145,-8.83,0.296,95.528,0.662
Jazz,41.0,0.0392,0.799,277973.0,0.611,0.0769,-8.562,0.0591,119.985,0.701
Jazz,38.0,0.682,0.522,308667.0,0.19,0.699,-20.128,0.0358,98.903,0.521
Jazz,33.0,0.747,0.392,294693.0,0.593,0.109,-9.666,0.0359,157.626,0.165
Jazz,41.0,0.00096,0.83,288053.0,0.817,0.112,-6.539,0.077,107.908,0.622
Jazz,39.0,0.00113,0.535,208947.0,0.742,0.209,-9.207,0.0304,159.912,0.474
Jazz,44.0,0.828,0.525,236865.0,0.393,0.239,-10.892,0.0437,86.847,0.308
Jazz,42.0,0.329,0.745,364440.0,0.421,0.221,-13.265,0.0563,77.009,0.667
Jazz,43.0,0.899,0.489,269291.0,0.142,0.104,-16.016,0.0579,75.534,0.332
Jazz,36.0,0.354,0.815,270013.0,0.519,0.0827,-6.752,0.0825,94.014,0.864
Jazz,43.0,0.686,0.446,277469.0,0.359,0.112,-14.183,0.0343,78.841,0.297
Soul,79.0,0.114,0.697,214827.0,0.809,0.183,-8.197,0.0302,125.941,0.98
Soul,70.0,0.213,0.65,166973.0,0.323,0.187,-8.698,0.0283,110.962,0.276
Soul,67.0,0.21,0.503,233601.0,0.581,0.257,-7.007,0.0881,94.555,0.633
Soul,67.0,0.537,0.512,218073.0,0.511,0.115,-4.412,0.324,88.816,0.651
Soul,65.0,0.372,0.775,211862.0,0.539,0.225,-4.303,0.0881,144.966,0.624
Soul,56.0,0.0116,0.767,189677.0,0.469,0.0897,-6.006,0.102,93.018,0.539
Soul,53.0,0.16,0.772,385573.0,0.925,0.415,-7.467,0.117,113.607,0.717
Soul,61.0,0.989,0.371,211533.0,0.0275,0.115,-20.273,0.0375,127.943,0.155
Soul,53.0,0.746,0.532,212680.0,0.573,0.199,-8.48,0.0362,83.759,0.495
Soul,57.0,0.277,0.726,243413.0,0.861,0.0589,-5.172,0.0695,91.962,0.711
Soul,59.0,0.114,0.773,218135.0,0.766,0.0997,-6.281,0.0452,107.012,0.662
Soul,56.0,0.483,0.578,226000.0,0.58,0.289,-6.895,0.157,145.868,0.249
Soul,53.0,0.909,0.63,152701.0,0.435,0.274,-10.76,0.253,80.689,0.3
Soul,46.0,0.267,0.776,499400.0,0.768,0.983,-5.019,0.0502,101.591,0.838
Soul,56.0,0.0644,0.814,283827.0,0.497,0.0919,-8.73,0.136,104.59,0.674
Soul,58.0,0.0423,0.839,190480.0,0.572,0.0905,-5.312,0.0945,97.991,0.404
Soul,51.0,0.00919,0.705,180773.0,0.681,0.275,-4.776,0.0263,103.032,0.76
Soul,37.0,0.264,0.851,160177.0,0.67,0.115,-7.063,0.283,119.994,0.614
Soul,44.0,0.0936,0.672,267347.0,0.622,0.52,-4.739,0.0496,79.033,0.419
Soul,32.0,0.481,0.663,148413.0,0.562,0.124,-9.665,0.0627,122.152,0.965
Soul,40.0,0.0371,0.72,172559.0,0.759,0.101,-7.774,0.0804,101.317,0.61
Soul,33.0,0.324,0.661,353280.0,0.507,0.076,-10.519,0.0453,73.246,0.82
Soul,31.0,0.0204,0.884,353173.0,0.906,0.138,-7.284,0.0857,132.03,0.756
Soul,37.0,0.655,0.857,177800.0,0.645,0.11,-11.397,0.0574,103.847,0.961
Soul,42.0,0.0831,0.716,209560.0,0.601,0.0401,-10.808,0.0514,109.852,0.643
World,68.0,0.514,0.458,342493.0,0.486,0.574,-8.147,0.0258,72.484,0.363
World,55.0,0.0625,0.454,426320.0,0.587,0.81,-7.434,0.0362,119.789,0.167
World,53.0,0.00454,0.511,245973.0,0.579,0.107,-6.891,0.0303,126.015,0.138
World,52.0,0.0396,0.56,190731.0,0.833,0.0822,-4.796,0.076,102.088,0.514
World,52.0,0.00171,0.612,183707.0,0.83,0.125,-4.361,0.0464,103.84,0.525
World,49.0,0.0155,0.499,239987.0,0.829,0.077,-3.674,0.0459,86.03,0.487
World,49.0,0.198,0.532,329498.0,0.632,0.279,-7.501,0.0324,72.992,0.262
World,47.0,0.861,0.614,241173.0,0.132,0.11,-12.217,0.0323,79.928,0.329
World,48.0,0.942,0.109,610213.0,0.00822,0.129,-28.425,0.0529,75.629,0.0321
World,44.0,0.92,0.373,251303.0,0.0851,0.108,-10.6,0.0312,75.232,0.28
World,48.0,0.177,0.482,240067.0,0.636,0.172,-5.857,0.0295,138.184,0.411
World,44.0,0.581,0.537,351718.0,0.348,0.176,-9.276,0.0315,130.151,0.238
World,44.0,0.404,0.347,298169.0,0.416,0.0669,-7.006,0.0299,143.529,0.343
World,44.0,0.453,0.613,200933.0,0.695,0.119,-5.97,0.0329,109.99,0.519
World,39.0,0.346,0.356,325289.0,0.427,0.115,-6.923,0.0289,143.857,0.107
World,41.0,0.557,0.537,134627.0,0.828,0.0963,-7.698,0.0464,126.757,0.92
World,36.0,0.913,0.325,337808.0,0.238,0.196,-11.272,0.0339,96.87,0.246
World,47.0,0.822,0.599,547133.0,0.406,0.112,-19.881,0.0368,134.762,0.326
World,43.0,0.837,0.151,467133.0,0.142,0.0985,-18.89,0.032,79.16,0.0374
World,40.0,0.0318,0.494,212963.0,0.892,0.0816,-4.139,0.0942,127.898,0.369
World,34.0,0.074,0.414,361240.0,0.612,0.22,-6.839,0.0274,83.01,0.125
World,42.0,0.00018,0.517,431400.0,0.956,0.216,-4.709,0.0678,127.985,0.192
World,37.0,0.000641,0.262,509773.0,0.661,0.404,-6.212,0.0372,143.835,0.119
World,37.0,0.0417,0.434,317182.0,0.653,0.107,-8.685,0.0333,76.034,0.302
World,34.0,0.052,0.541,193966.0,0.989,0.891,-3.955,0.0911,145.995,0.555
World,37.0,0.00877,0.446,311534.0,0.842,0.939,-6.214,0.0337,92.449,0.326
World,30.0,0.85,0.722,276679.0,0.488,0.0771,-10.162,0.0433,94.837,0.871
World,35.0,0.0318,0.375,419760.0,0.496,0.555,-8.079,0.0309,135.055,0.0943
World,30.0,0.686,0.581,272293.0,0.392,0.309,-14.058,0.0288,138.005,0.101
World,48.0,0.902,0.263,348053.0,0.376,0.107,-12.531,0.0639,121.461,0.142
World,39.0,0.629,0.685,195440.0,0.432,0.183,-11.149,0.0751,127.066,0.803
World,33.0,0.0441,0.669,218920.0,0.586,0.426,-6.872,0.047,100.004,0.337
World,28.0,0.804,0.633,204373.0,0.553,0.139,-8.851,0.0376,87.608,0.738
World,38.0,0.509,0.536,308213.0,0.55,0.0743,-11.263,0.0372,80.458,0.47
World,36.0,0.203,0.324,262760.0,0.383,0.0671,-9.052,0.0296,149.854,0.183
World,47.0,0.947,0.184,229933.0,0.104,0.0989,-23.917,0.0457,80.063,0.137
World,30.0,0.0601,0.517,200080.0,0.989,0.897,-4.229,0.0462,145.96,0.792
World,33.0,0.817,0.294,313587.0,0.187,0.131,-11.363,0.0321,127.768,0.272
World,31.0,0.013,0.782,358215.0,0.516,0.33,-8.047,0.0624,90.004,0.132
World,33.0,0.565,0.466,222187.0,0.248,0.11,-11.52,0.0294,87.068,0.272
World,37.0,0.875,0.631,415693.0,0.475,0.0881,-12.11,0.0362,101.559,0.835
World,31.0,0.282,0.795,556736.0,0.647,0.387,-10.475,0.0482,135.126,0.593
World,31.0,0.185,0.482,286000.0,0.939,0.362,-4.652,0.121,127.0,0.194
World,36.0,0.96,0.188,339373.0,0.24,0.104,-18.533,0.0321,100.297,0.0722
World,31.0,0.282,0.442,332920.0,0.85,0.0864,-5.307,0.0414,155.859,0.534
World,32.0,0.733,0.735,299389.0,0.393,0.115,-10.014,0.0379,89.982,0.322
World,32.0,0.000367,0.594,217360.0,0.815,0.467,-6.512,0.0345,125.955,0.251
World,28.0,0.275,0.751,96227.0,0.542,0.0663,-10.426,0.0648,159.932,0.825
World,28.0,0.0486,0.338,601680.0,0.613,0.372,-7.003,0.0343,153.896,0.185
World,33.0,0.0327,0.296,439587.0,0.89,0.959,-5.396,0.104,142.072,0.162
World,28.0,0.372,0.378,298373.0,0.657,0.202,-7.129,0.0371,109.833,0.0828
World,28.0,0.991,0.533,80187.0,0.08,0.117,-19.902,0.135,104.351,0.541
World,30.0,0.241,0.501,249720.0,0.517,0.0881,-7.4,0.0293,139.907,0.148
World,30.0,0.616,0.549,335653.0,0.343,0.111,-11.598,0.0238,72.041,0.236
World,31.0,0.376,0.14,1065560.0,0.0925,0.292,-22.711,0.0466,140.441,0.0336
World,24.0,0.793,0.165,325027.0,0.291,0.739,-10.94,0.0314,74.015,0.134
World,23.0,0.284,0.782,233027.0,0.591,0.38,-8.222,0.041,96.061,0.864
World,28.0,0.47,0.56,311187.0,0.754,0.439,-10.209,0.0398,127.803,0.703
World,30.0,0.975,0.166,219800.0,0.0927,0.128,-27.086,0.0407,140.415,0.0319
World,23.0,0.706,0.268,303467.0,0.327,0.16,-9.764,0.0288,136.565,0.0596
World,33.0,0.0003,0.433,235227.0,0.567,0.0944,-12.907,0.0324,134.914,0.426
World,29.0,0.28,0.83,292360.0,0.424,0.623,-13.537,0.0924,100.005,0.244
World,24.0,0.11,0.566,259004.0,0.62,0.112,-7.297,0.0306,126.015,0.349
World,29.0,0.0709,0.383,348093.0,0.453,0.107,-8.384,0.0286,67.023,0.115
World,28.0,0.0982,0.414,196053.0,0.866,0.071,-6.752,0.0518,172.136,0.945
World,23.0,0.0106,0.391,172547.0,0.43,0.106,-9.847,0.0259,79.77,0.0392
World,26.0,0.0199,0.474,315600.0,0.63,0.967,-7.706,0.044,110.8,0.318
World,26.0,0.511,0.457,263679.0,0.753,0.0981,-6.47,0.0472,135.988,0.242
World,28.0,0.995,0.205,582877.0,0.0491,0.107,-30.945,0.0493,65.867,0.134
World,36.0,0.282,0.755,277627.0,0.455,0.117,-11.304,0.066,124.005,0.893
World,25.0,0.0744,0.537,252467.0,0.612,0.128,-10.536,0.0298,134.009,0.325
World,26.0,0.000985,0.418,330200.0,0.87,0.958,-4.602,0.0391,99.993,0.147
World,20.0,0.62,0.428,300013.0,0.364,0.13,-8.223,0.0288,141.95,0.295
World,23.0,0.976,0.211,161627.0,0.0306,0.106,-26.813,0.0385,71.426,0.0375
World,32.0,0.992,0.194,230585.0,0.00364,0.0647,-27.015,0.0455,106.117,0.0501
World,34.0,0.000221,0.239,211667.0,0.659,0.0791,-10.474,0.039,176.563,0.394
World,25.0,0.0328,0.404,387312.0,0.438,0.134,-9.405,0.0276,148.103,0.412
World,27.0,0.887,0.286,230651.0,0.295,0.0802,-9.926,0.0381,141.525,0.118
World,33.0,0.392,0.462,520213.0,0.566,0.0653,-7.512,0.0364,132.002,0.199
Rock,66.0,0.579,0.601,214080.0,0.574,0.216,-8.166,0.03,147.964,0.8
Rock,68.0,0.0105,0.282,251867.0,0.656,0.0892,-6.557,0.0302,139.352,0.242
Rock,63.0,0.0866,0.539,372893.0,0.866,0.0953,-8.404,0.0483,130.345,0.761
Rock,63.0,5.1e-05,0.219,176307.0,0.952,0.157,-3.621,0.176,112.886,0.172
Rock,63.0,0.00378,0.609,246307.0,0.674,0.129,-6.506,0.0355,127.541,0.743
Rock,64.0,0.262,0.525,262748.0,0.929,0.0754,-8.56,0.0784,163.503,0.556
Rock,67.0,0.0053,0.675,198454.0,0.545,0.17,-5.275,0.046,117.015,0.272
Rock,59.0,6.54e-05,0.46,326667.0,0.81,0.123,-5.008,0.0557,139.671,0.38
Rock,62.0,0.134,0.286,343933.0,0.5,0.108,-14.281,0.0357,99.162,0.443
Rock,67.0,0.000376,0.315,288467.0,0.889,0.133,-8.192,0.041,181.329,0.961
Rock,66.0,0.0661,0.404,326983.0,0.723,0.233,-5.26,0.0571,160.048,0.225
Rock,63.0,0.101,0.643,196613.0,0.903,0.403,-3.493,0.0646,126.109,0.566
Rock,63.0,0.322,0.647,215676.0,0.65,0.34,-3.848,0.0449,74.0,0.677
Rock,69.0,0.283,0.505,195701.0,0.68,0.175,-3.423,0.0336,139.843,0.362
Rock,68.0,0.135,0.775,295067.0,0.866,0.152,-3.598,0.0295,131.34,0.876
Rock,63.0,0.116,0.439,199907.0,0.752,0.133,-4.143,0.0375,166.051,0.456
Rock,60.0,0.237,0.748,168813.0,0.72,0.069,-7.774,0.0286,128.69,0.86
Rock,63.0,0.166,0.567,285733.0,0.572,0.103,-7.694,0.0318,138.062,0.205
Rock,63.0,0.248,0.729,199387.0,0.406,0.114,-9.388,0.0533,127.954,0.177
Rock,59.0,0.439,0.761,235387.0,0.637,0.102,-8.169,0.0268,125.115,0.656
Rock,54.0,0.00263,0.228,383920.0,0.815,0.186,-7.089,0.174,74.268,0.286
Rock,54.0,0.695,0.537,221827.0,0.417,0.151,-7.209,0.0273,144.716,0.256
Rock,54.0,0.0749,0.791,308373.0,0.535,0.156,-13.261,0.0355,127.488,0.963
Rock,58.0,0.000957,0.445,192533.0,0.909,0.378,-4.109,0.134,94.025,0.297
Rock,62.0,0.0486,0.49,217680.0,0.868,0.0575,-3.943,0.0375,147.979,0.472
Rock,63.0,0.66,0.629,192200.0,0.356,0.173,-11.135,0.0246,83.886,0.472
Rock,65.0,0.878,0.553,165560.0,0.291,0.129,-10.426,0.0301,96.217,0.407
Rock,54.0,0.015,0.609,216693.0,0.807,0.37,-8.286,0.0559,121.768,0.754
Rock,61.0,0.0157,0.447,248947.0,0.983,0.276,-2.281,0.268,179.072,0.317
Rock,55.0,0.0851,0.51,254387.0,0.67,0.162,-7.519,0.0343,124.144,0.265
Rock,54.0,0.717,0.62,345680.0,0.559,0.133,-10.568,0.0369,129.401,0.527
Rock,64.0,0.698,0.491,150867.0,0.431,0.124,-12.257,0.0609,82.443,0.661
Rock,62.0,0.0182,0.378,339493.0,0.596,0.144,-5.406,0.0323,135.968,0.172
Rock,56.0,0.00031,0.666,168667.0,0.603,0.0993,-7.314,0.0258,116.84,0.195
Rock,53.0,0.679,0.634,300427.0,0.139,0.0612,-15.102,0.0533,78.053,0.158
Rock,54.0,0.0351,0.518,238133.0,0.87,0.255,-4.933,0.098,169.665,0.661
Rock,60.0,0.0496,0.503,309920.0,0.588,0.0706,-10.569,0.0449,62.302,0.367
Rock,56.0,0.000115,0.357,197187.0,0.69,0.101,-2.626,0.044,116.91,0.308
Rock,58.0,0.000152,0.349,257813.0,0.934,0.281,-5.518,0.0644,124.055,0.0788
Rock,54.0,0.883,0.377,278347.0,0.24,0.11,-7.619,0.03,85.53,0.348
Rock,56.0,0.144,0.326,199274.0,0.887,0.49,-4.199,0.0565,202.354,0.706
Soul,49.0,0.614,0.711,213028.0,0.463,0.364,-9.733,0.0361,90.034,0.65
Soul,48.0,0.402,0.578,452733.0,0.646,0.227,-8.126,0.0698,97.844,0.658
Soul,50.0,0.0129,0.553,252447.0,0.798,0.219,-5.935,0.0411,150.003,0.341
Soul,44.0,0.391,0.545,198200.0,0.293,0.198,-14.838,0.0316,88.96,0.487
Soul,56.0,0.5,0.652,202871.0,0.456,0.0979,-8.815,0.16,130.05,0.346
Soul,56.0,0.0979,0.663,192333.0,0.544,0.307,-8.571,0.0649,161.577,0.648
Soul,60.0,0.738,0.634,229773.0,0.269,0.123,-10.465,0.078,132.685,0.216
Soul,58.0,0.0386,0.623,228520.0,0.797,0.133,-4.887,0.264,164.006,0.373
Soul,41.0,0.357,0.675,92413.0,0.633,0.459,-10.521,0.552,171.952,0.852
Soul,53.0,0.0161,0.861,201640.0,0.346,0.104,-12.033,0.0702,115.264,0.579
Soul,47.0,0.971,0.45,289693.0,0.0437,0.0948,-29.46,0.0374,63.938,0.0988
Soul,53.0,0.104,0.581,941360.0,0.672,0.0458,-8.279,0.0602,111.154,0.808
Soul,42.0,0.286,0.689,268893.0,0.871,0.381,-7.928,0.0281,98.396,0.898
Soul,51.0,0.11,0.368,252973.0,0.516,0.0955,-6.058,0.0348,178.889,0.445
Soul,49.0,0.159,0.557,190858.0,0.656,0.175,-7.657,0.0406,141.046,0.332
Soul,46.0,0.797,0.611,216600.0,0.361,0.0823,-12.958,0.0285,85.786,0.485
Soul,43.0,0.886,0.489,369173.0,0.365,0.73,-14.716,0.101,80.018,0.649
Soul,50.0,0.865,0.547,291539.0,0.347,0.175,-4.101,0.0421,132.845,0.562
Soul,47.0,0.00413,0.681,226963.0,0.722,0.094,-5.715,0.108,109.246,0.67
Soul,48.0,0.122,0.348,232794.0,0.467,0.31,-6.014,0.0642,179.324,0.407
Soul,49.0,0.355,0.442,256347.0,0.625,0.11,-9.69,0.0589,108.003,0.176
Soul,46.0,0.329,0.709,173453.0,0.45,0.0873,-7.047,0.0354,113.69,0.645
Soul,52.0,0.11,0.787,175653.0,0.781,0.213,-4.957,0.102,103.993,0.409
Soul,43.0,0.659,0.413,255067.0,0.406,0.272,-7.2,0.0318,85.651,0.147
Soul,43.0,0.0196,0.464,196676.0,0.727,0.0686,-3.442,0.146,85.23,0.61
Soul,39.0,0.487,0.42,276333.0,0.507,0.113,-12.833,0.042,157.205,0.558
Soul,52.0,0.0573,0.653,197373.0,0.68,0.0683,-5.351,0.0885,99.023,0.541
Soul,49.0,0.201,0.69,239520.0,0.301,0.154,-10.244,0.0318,92.151,0.0875
Soul,36.0,0.145,0.682,216373.0,0.347,0.0686,-16.572,0.0628,82.115,0.694
Soul,41.0,0.823,0.774,139085.0,0.709,0.125,-5.871,0.112,170.08,0.569
Soul,47.0,0.76,0.365,191431.0,0.269,0.111,-15.485,0.0385,120.387,0.0386
Soul,44.0,0.134,0.645,231920.0,0.546,0.263,-10.354,0.0756,90.848,0.503
Soul,42.0,0.512,0.728,221293.0,0.36,0.1,-11.564,0.0687,81.927,0.236
Soul,39.0,0.938,0.412,184000.0,0.133,0.0661,-18.367,0.138,118.058,0.0736
Soul,42.0,0.733,0.587,146693.0,0.38,0.393,-8.912,0.0251,85.214,0.638
Soul,43.0,0.00152,0.445,175427.0,0.637,0.129,-5.672,0.0342,89.847,0.0863
Soul,41.0,0.0028,0.508,303640.0,0.619,0.111,-7.072,0.195,91.895,0.247
Soul,44.0,0.426,0.674,246787.0,0.571,0.123,-5.675,0.0842,97.126,0.511
Soul,42.0,0.0644,0.784,200533.0,0.377,0.111,-9.594,0.0326,106.018,0.341
